record_id,dataset_type,aoi_id,aoi_name,corridor_id,corridor_name,period_start,period_end,scene_date,tile_id,weather_severity_score,eccc_temperature_mean_c,eccc_temperature_max_c,eccc_temperature_min_c,eccc_precip_total_mm,eccc_wind_gust_max_kmh,eccc_weather_stress_score,worldcover_tree_pct,worldcover_shrub_grass_pct,worldcover_built_pct,worldcover_bare_pct,sentinel2_ndvi_mean,sentinel2_ndmi_mean,sentinel2_ndvi_change,sentinel2_ndmi_change,cloud_filtered_pct,vegetation_exposure_score,vegetation_dryness_score,vegetation_change_score,canopy_exposure_score,public_outage_count,public_customers_affected,public_outage_history_score,tree_related_outage_count_proxy,weather_related_outage_count_proxy,terrain_access_score,transmission_buffer_width_m,area_hectares,intervention_type,intervention_applied,intervention_cost_level,intervention_lead_time_days,intervention_description,risk_score,risk_level,target_outage_impact_proxy,target_customer_impact_proxy,data_status,data_source_notes,synthetic_true_effect_pct,observed_outage_impact_proxy,post_intervention_outage_impact_proxy
DEMO-COR-002__no_action,legacy_corridor,DEMO-COR-002,Demo corridor Coquitlam,DEMO-COR-002,Demo corridor - Coquitlam (Lower Mainland),,,,,67.0,,,,,,,,,,,,,,,,66.0,50.0,,66.0,817,78171,22.35,73,36,38.0,200,362.0,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",60.8,Medium,53.21,47527.97,demo_synthetic;unofficial_archive_proxy;derived_proxy,Demo corridor DEMO-COR-002 (Coquitlam); bundled demo_corridors.csv.,,,
DEMO-COR-002__vegetation_patrol,legacy_corridor,DEMO-COR-002,Demo corridor Coquitlam,DEMO-COR-002,Demo corridor - Coquitlam (Lower Mainland),,,,,67.0,,,,,,,,,,,,,,,,66.0,50.0,,66.0,817,78171,22.35,73,36,38.0,200,362.0,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,60.8,Medium,53.21,47527.97,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-002 (Coquitlam); bundled demo_corridors.csv. Intervention scenario 'vegetation_patrol' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-002__vegetation_trimming,legacy_corridor,DEMO-COR-002,Demo corridor Coquitlam,DEMO-COR-002,Demo corridor - Coquitlam (Lower Mainland),,,,,67.0,,,,,,,,,,,,,,,,66.0,50.0,,66.0,817,78171,22.35,73,36,38.0,200,362.0,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,60.8,Medium,53.21,47527.97,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-002 (Coquitlam); bundled demo_corridors.csv. Intervention scenario 'vegetation_trimming' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-002__crew_pre_staging,legacy_corridor,DEMO-COR-002,Demo corridor Coquitlam,DEMO-COR-002,Demo corridor - Coquitlam (Lower Mainland),,,,,67.0,,,,,,,,,,,,,,,,66.0,50.0,,66.0,817,78171,22.35,73,36,38.0,200,362.0,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,60.8,Medium,53.21,47527.97,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-002 (Coquitlam); bundled demo_corridors.csv. Intervention scenario 'crew_pre_staging' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-002__asset_inspection,legacy_corridor,DEMO-COR-002,Demo corridor Coquitlam,DEMO-COR-002,Demo corridor - Coquitlam (Lower Mainland),,,,,67.0,,,,,,,,,,,,,,,,66.0,50.0,,66.0,817,78171,22.35,73,36,38.0,200,362.0,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,60.8,Medium,53.21,47527.97,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-002 (Coquitlam); bundled demo_corridors.csv. Intervention scenario 'asset_inspection' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-003__no_action,legacy_corridor,DEMO-COR-003,Demo corridor Nanaimo,DEMO-COR-003,Demo corridor - Nanaimo (Vancouver Island),,,,,76.0,,,,,,,,,,,,,,,,84.0,50.0,,84.0,1447,261357,43.19,228,238,55.0,200,608.0,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",75.3,High,68.72,196801.82,demo_synthetic;unofficial_archive_proxy;derived_proxy,Demo corridor DEMO-COR-003 (Nanaimo); bundled demo_corridors.csv.,,,
DEMO-COR-003__vegetation_patrol,legacy_corridor,DEMO-COR-003,Demo corridor Nanaimo,DEMO-COR-003,Demo corridor - Nanaimo (Vancouver Island),,,,,76.0,,,,,,,,,,,,,,,,84.0,50.0,,84.0,1447,261357,43.19,228,238,55.0,200,608.0,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,75.3,High,68.72,196801.82,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-003 (Nanaimo); bundled demo_corridors.csv. Intervention scenario 'vegetation_patrol' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-003__vegetation_trimming,legacy_corridor,DEMO-COR-003,Demo corridor Nanaimo,DEMO-COR-003,Demo corridor - Nanaimo (Vancouver Island),,,,,76.0,,,,,,,,,,,,,,,,84.0,50.0,,84.0,1447,261357,43.19,228,238,55.0,200,608.0,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,75.3,High,68.72,196801.82,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-003 (Nanaimo); bundled demo_corridors.csv. Intervention scenario 'vegetation_trimming' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-003__crew_pre_staging,legacy_corridor,DEMO-COR-003,Demo corridor Nanaimo,DEMO-COR-003,Demo corridor - Nanaimo (Vancouver Island),,,,,76.0,,,,,,,,,,,,,,,,84.0,50.0,,84.0,1447,261357,43.19,228,238,55.0,200,608.0,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,75.3,High,68.72,196801.82,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-003 (Nanaimo); bundled demo_corridors.csv. Intervention scenario 'crew_pre_staging' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-003__asset_inspection,legacy_corridor,DEMO-COR-003,Demo corridor Nanaimo,DEMO-COR-003,Demo corridor - Nanaimo (Vancouver Island),,,,,76.0,,,,,,,,,,,,,,,,84.0,50.0,,84.0,1447,261357,43.19,228,238,55.0,200,608.0,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,75.3,High,68.72,196801.82,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-003 (Nanaimo); bundled demo_corridors.csv. Intervention scenario 'asset_inspection' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-004__no_action,legacy_corridor,DEMO-COR-004,Demo corridor Kamloops,DEMO-COR-004,Demo corridor - Kamloops (Thompson Okanagan),,,,,39.0,,,,,,,,,,,,,,,,49.0,50.0,,49.0,1454,200908,35.38,200,66,62.0,200,546.0,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",45.0,Medium,41.99,90408.6,demo_synthetic;unofficial_archive_proxy;derived_proxy,Demo corridor DEMO-COR-004 (Kamloops); bundled demo_corridors.csv.,,,
DEMO-COR-004__vegetation_patrol,legacy_corridor,DEMO-COR-004,Demo corridor Kamloops,DEMO-COR-004,Demo corridor - Kamloops (Thompson Okanagan),,,,,39.0,,,,,,,,,,,,,,,,49.0,50.0,,49.0,1454,200908,35.38,200,66,62.0,200,546.0,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,45.0,Medium,41.99,90408.6,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-004 (Kamloops); bundled demo_corridors.csv. Intervention scenario 'vegetation_patrol' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-004__vegetation_trimming,legacy_corridor,DEMO-COR-004,Demo corridor Kamloops,DEMO-COR-004,Demo corridor - Kamloops (Thompson Okanagan),,,,,39.0,,,,,,,,,,,,,,,,49.0,50.0,,49.0,1454,200908,35.38,200,66,62.0,200,546.0,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,45.0,Medium,41.99,90408.6,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-004 (Kamloops); bundled demo_corridors.csv. Intervention scenario 'vegetation_trimming' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-004__crew_pre_staging,legacy_corridor,DEMO-COR-004,Demo corridor Kamloops,DEMO-COR-004,Demo corridor - Kamloops (Thompson Okanagan),,,,,39.0,,,,,,,,,,,,,,,,49.0,50.0,,49.0,1454,200908,35.38,200,66,62.0,200,546.0,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,45.0,Medium,41.99,90408.6,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-004 (Kamloops); bundled demo_corridors.csv. Intervention scenario 'crew_pre_staging' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-004__asset_inspection,legacy_corridor,DEMO-COR-004,Demo corridor Kamloops,DEMO-COR-004,Demo corridor - Kamloops (Thompson Okanagan),,,,,39.0,,,,,,,,,,,,,,,,49.0,50.0,,49.0,1454,200908,35.38,200,66,62.0,200,546.0,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,45.0,Medium,41.99,90408.6,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-004 (Kamloops); bundled demo_corridors.csv. Intervention scenario 'asset_inspection' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-005__no_action,legacy_corridor,DEMO-COR-005,Demo corridor Prince Rupert,DEMO-COR-005,Demo corridor - Prince Rupert (North Coast),,,,,84.0,,,,,,,,,,,,,,,,73.0,50.0,,73.0,472,62783,17.96,68,3,68.0,200,716.0,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",76.3,High,62.76,47903.43,demo_synthetic;unofficial_archive_proxy;derived_proxy,Demo corridor DEMO-COR-005 (Prince Rupert); bundled demo_corridors.csv.,,,
DEMO-COR-005__vegetation_patrol,legacy_corridor,DEMO-COR-005,Demo corridor Prince Rupert,DEMO-COR-005,Demo corridor - Prince Rupert (North Coast),,,,,84.0,,,,,,,,,,,,,,,,73.0,50.0,,73.0,472,62783,17.96,68,3,68.0,200,716.0,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,76.3,High,62.76,47903.43,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-005 (Prince Rupert); bundled demo_corridors.csv. Intervention scenario 'vegetation_patrol' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-005__vegetation_trimming,legacy_corridor,DEMO-COR-005,Demo corridor Prince Rupert,DEMO-COR-005,Demo corridor - Prince Rupert (North Coast),,,,,84.0,,,,,,,,,,,,,,,,73.0,50.0,,73.0,472,62783,17.96,68,3,68.0,200,716.0,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,76.3,High,62.76,47903.43,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-005 (Prince Rupert); bundled demo_corridors.csv. Intervention scenario 'vegetation_trimming' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-005__crew_pre_staging,legacy_corridor,DEMO-COR-005,Demo corridor Prince Rupert,DEMO-COR-005,Demo corridor - Prince Rupert (North Coast),,,,,84.0,,,,,,,,,,,,,,,,73.0,50.0,,73.0,472,62783,17.96,68,3,68.0,200,716.0,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,76.3,High,62.76,47903.43,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-005 (Prince Rupert); bundled demo_corridors.csv. Intervention scenario 'crew_pre_staging' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-005__asset_inspection,legacy_corridor,DEMO-COR-005,Demo corridor Prince Rupert,DEMO-COR-005,Demo corridor - Prince Rupert (North Coast),,,,,84.0,,,,,,,,,,,,,,,,73.0,50.0,,73.0,472,62783,17.96,68,3,68.0,200,716.0,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,76.3,High,62.76,47903.43,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-005 (Prince Rupert); bundled demo_corridors.csv. Intervention scenario 'asset_inspection' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-006__no_action,legacy_corridor,DEMO-COR-006,Demo corridor Nelson,DEMO-COR-006,Demo corridor - Nelson (Kootenay),,,,,52.0,,,,,,,,,,,,,,,,58.0,50.0,,58.0,0,0,52.0,0,0,74.0,200,494.0,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",55.2,Medium,54.18,0.0,demo_synthetic;unofficial_archive_proxy;derived_proxy,Demo corridor DEMO-COR-006 (Nelson); bundled demo_corridors.csv.,,,
DEMO-COR-006__vegetation_patrol,legacy_corridor,DEMO-COR-006,Demo corridor Nelson,DEMO-COR-006,Demo corridor - Nelson (Kootenay),,,,,52.0,,,,,,,,,,,,,,,,58.0,50.0,,58.0,0,0,52.0,0,0,74.0,200,494.0,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,55.2,Medium,54.18,0.0,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-006 (Nelson); bundled demo_corridors.csv. Intervention scenario 'vegetation_patrol' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-006__vegetation_trimming,legacy_corridor,DEMO-COR-006,Demo corridor Nelson,DEMO-COR-006,Demo corridor - Nelson (Kootenay),,,,,52.0,,,,,,,,,,,,,,,,58.0,50.0,,58.0,0,0,52.0,0,0,74.0,200,494.0,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,55.2,Medium,54.18,0.0,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-006 (Nelson); bundled demo_corridors.csv. Intervention scenario 'vegetation_trimming' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-006__crew_pre_staging,legacy_corridor,DEMO-COR-006,Demo corridor Nelson,DEMO-COR-006,Demo corridor - Nelson (Kootenay),,,,,52.0,,,,,,,,,,,,,,,,58.0,50.0,,58.0,0,0,52.0,0,0,74.0,200,494.0,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,55.2,Medium,54.18,0.0,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-006 (Nelson); bundled demo_corridors.csv. Intervention scenario 'crew_pre_staging' is demo_synthetic - not observed treatment data.,,,
DEMO-COR-006__asset_inspection,legacy_corridor,DEMO-COR-006,Demo corridor Nelson,DEMO-COR-006,Demo corridor - Nelson (Kootenay),,,,,52.0,,,,,,,,,,,,,,,,58.0,50.0,,58.0,0,0,52.0,0,0,74.0,200,494.0,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,55.2,Medium,54.18,0.0,demo_synthetic;unofficial_archive_proxy;derived_proxy;demo_synthetic,Demo corridor DEMO-COR-006 (Nelson); bundled demo_corridors.csv. Intervention scenario 'asset_inspection' is demo_synthetic - not observed treatment data.,,,
