corridor_id,segment_id,region,length_km,centroid_lat,centroid_lon,worldcover_tree_pct,worldcover_shrub_grass_pct,worldcover_built_pct,worldcover_bare_pct,sentinel2_ndvi_mean,sentinel2_ndmi_mean,sentinel2_ndvi_change,sentinel2_ndmi_change,vegetation_exposure_score,vegetation_dryness_score,vegetation_change_score,canopy_exposure_score,vegetation_score,vegetation_data_status,wildfire_exposure_score,wildfire_data_status,nearest_fire_km,eccc_weather_stress_score,weather_data_status,treatment_gap_score,treatment_data_status,outage_history_proxy_score,outage_data_status,terrain_score,terrain_data_status,planning_priority_score,planning_priority_level,top_reason_1,top_reason_2,top_reason_3,data_source_notes,as_of_date
OK-TX-2170,OK-TX-2170-S013,Kelowna / Okanagan,5.0,49.55178,-117.695197,43.83,55.87,0.0,0.3,0.2479,-0.4261,0.1866,-0.0564,54.79,100.0,62.2,44.18,61.33,computed,6.5,computed,137.4,27.6,computed,9.72,computed,15.936388888888887,unofficial_archive_proxy,57.81,synthetic_slope_proxy,30.99,Low,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,ECCC weather stress proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S014,Kelowna / Okanagan,4.93,49.582053,-117.742828,84.39,15.38,0.0,0.23,0.2479,-0.4261,0.1866,-0.0564,100.0,100.0,62.2,71.31,86.2,computed,6.5,computed,133.23,27.6,computed,87.5,computed,15.936388888888887,unofficial_archive_proxy,48.86,synthetic_slope_proxy,47.97,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),ECCC weather stress proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S015,Kelowna / Okanagan,4.968,49.61548,-117.786773,60.45,39.55,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,75.56,100.0,62.2,56.64,72.76,computed,6.5,computed,129.3,27.6,computed,40.28,computed,15.936388888888887,unofficial_archive_proxy,67.83,synthetic_slope_proxy,39.43,Low,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Treatment gap (synthetic — BC Hydro records would replace),Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S016,Kelowna / Okanagan,4.614,49.638612,-117.841927,70.8,29.2,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,88.5,100.0,62.2,64.41,79.87,computed,6.5,computed,124.86,27.6,computed,88.89,computed,15.936388888888887,unofficial_archive_proxy,78.64,synthetic_slope_proxy,49.58,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S017,Kelowna / Okanagan,5.0,49.66661,-117.888477,22.66,77.34,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,28.32,100.0,62.2,28.3,46.77,computed,6.5,computed,120.97,27.6,computed,66.67,computed,15.936388888888887,unofficial_archive_proxy,62.27,synthetic_slope_proxy,36.33,Low,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S018,Kelowna / Okanagan,4.85,49.699415,-117.932479,93.11,6.89,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,100.0,100.0,62.2,71.31,86.2,computed,6.5,computed,117.23,27.6,computed,20.83,computed,15.936388888888887,unofficial_archive_proxy,86.81,synthetic_slope_proxy,41.77,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,ECCC weather stress proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S019,Kelowna / Okanagan,4.962,49.728356,-117.983677,93.8,4.34,0.0,0.52,0.2479,-0.4261,0.1866,-0.0564,100.0,100.0,62.2,71.31,86.2,computed,6.5,computed,113.11,27.6,computed,100.0,computed,15.936388888888887,unofficial_archive_proxy,48.62,synthetic_slope_proxy,49.83,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),ECCC weather stress proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S020,Kelowna / Okanagan,4.784,49.75631,-118.035467,74.08,23.18,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,92.6,100.0,62.2,66.87,82.13,computed,6.5,computed,109.04,27.6,computed,100.0,computed,15.936388888888887,unofficial_archive_proxy,58.42,synthetic_slope_proxy,49.79,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S021,Kelowna / Okanagan,4.866,49.790123,-118.069599,94.88,5.12,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,100.0,100.0,62.2,71.31,86.2,computed,6.5,computed,106.25,27.6,computed,100.0,computed,15.936388888888887,unofficial_archive_proxy,52.1,synthetic_slope_proxy,50.17,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),ECCC weather stress proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S022,Kelowna / Okanagan,4.951,49.833779,-118.075937,79.89,20.11,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,99.86,100.0,62.2,71.22,86.12,computed,6.5,computed,105.55,27.6,computed,79.17,computed,15.936388888888887,unofficial_archive_proxy,72.27,synthetic_slope_proxy,49.05,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S023,Kelowna / Okanagan,4.604,49.869705,-118.099291,59.87,8.49,0.0,0.66,0.2479,-0.4261,0.1866,-0.0564,74.84,100.0,62.2,56.21,72.36,computed,6.5,computed,103.84,27.6,computed,8.33,computed,15.936388888888887,unofficial_archive_proxy,41.47,synthetic_slope_proxy,31.9,Low,Vegetation cover / moisture (WorldCover + Sentinel-2),ECCC weather stress proxy,Terrain / access proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S024,Kelowna / Okanagan,4.988,49.902327,-118.141886,21.86,75.69,0.78,1.66,0.2479,-0.4261,0.1866,-0.0564,27.32,100.0,62.2,27.7,46.22,computed,6.5,computed,100.89,27.6,computed,40.28,computed,15.936388888888887,unofficial_archive_proxy,45.34,synthetic_slope_proxy,30.54,Low,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),ECCC weather stress proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S025,Kelowna / Okanagan,4.582,49.925145,-118.19177,79.08,17.38,0.47,3.07,0.2479,-0.4261,0.1866,-0.0564,98.85,100.0,62.2,70.62,85.57,computed,6.5,computed,97.47,27.6,computed,80.56,computed,15.936388888888887,unofficial_archive_proxy,51.08,synthetic_slope_proxy,47.0,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),ECCC weather stress proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S026,Kelowna / Okanagan,4.736,49.946091,-118.242803,67.99,31.22,0.0,0.79,0.2479,-0.4261,0.1866,-0.0564,84.99,100.0,62.2,62.3,77.94,computed,6.5,computed,94.03,27.6,computed,93.06,computed,15.936388888888887,unofficial_archive_proxy,80.27,synthetic_slope_proxy,49.88,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S027,Kelowna / Okanagan,4.977,49.974762,-118.292174,59.03,38.65,1.31,0.1,0.2479,-0.4261,0.1866,-0.0564,73.79,100.0,62.2,55.58,71.78,computed,6.5,computed,90.91,27.6,computed,31.94,computed,15.936388888888887,unofficial_archive_proxy,66.66,synthetic_slope_proxy,37.82,Low,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,ECCC weather stress proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S028,Kelowna / Okanagan,4.924,50.001119,-118.34743,73.58,18.99,4.85,1.34,0.2479,-0.4261,0.1866,-0.0564,91.97,100.0,62.2,66.49,81.78,computed,6.5,computed,87.48,27.6,computed,37.5,computed,15.936388888888887,unofficial_archive_proxy,87.81,synthetic_slope_proxy,43.26,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Treatment gap (synthetic — BC Hydro records would replace),Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S029,Kelowna / Okanagan,4.978,50.034591,-118.392086,25.14,74.86,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,31.43,100.0,62.2,30.17,48.48,computed,6.5,computed,85.13,27.6,computed,40.28,computed,15.936388888888887,unofficial_archive_proxy,82.29,synthetic_slope_proxy,34.8,Low,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Treatment gap (synthetic — BC Hydro records would replace),Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S030,Kelowna / Okanagan,4.917,50.059734,-118.444008,69.21,30.79,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,86.51,100.0,62.2,63.21,78.78,computed,6.5,computed,82.24,27.6,computed,31.94,computed,15.936388888888887,unofficial_archive_proxy,55.85,synthetic_slope_proxy,38.48,Low,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,ECCC weather stress proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S031,Kelowna / Okanagan,4.832,50.085412,-118.492513,71.0,26.61,0.24,1.79,0.2479,-0.4261,0.1866,-0.0564,88.75,100.0,62.2,64.56,80.01,computed,6.5,computed,79.78,27.6,computed,84.72,computed,15.936388888888887,unofficial_archive_proxy,52.76,synthetic_slope_proxy,46.4,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),ECCC weather stress proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S032,Kelowna / Okanagan,4.999,50.127061,-118.510743,22.17,77.33,0.33,0.17,0.2479,-0.4261,0.1866,-0.0564,27.71,100.0,62.2,27.93,46.44,computed,6.5,computed,80.18,27.6,computed,31.94,computed,15.936388888888887,unofficial_archive_proxy,41.62,synthetic_slope_proxy,28.98,Low,Vegetation cover / moisture (WorldCover + Sentinel-2),ECCC weather stress proxy,Treatment gap (synthetic — BC Hydro records would replace),Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S033,Kelowna / Okanagan,4.692,50.166806,-118.532015,88.45,11.55,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,100.0,100.0,62.2,71.31,86.2,computed,6.5,computed,80.58,27.6,computed,23.61,computed,15.936388888888887,unofficial_archive_proxy,73.71,synthetic_slope_proxy,40.88,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,ECCC weather stress proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S034,Kelowna / Okanagan,4.879,50.191856,-118.582698,74.42,25.58,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,93.03,100.0,62.2,67.13,82.36,computed,6.5,computed,78.62,27.6,computed,95.83,computed,15.936388888888887,unofficial_archive_proxy,71.48,synthetic_slope_proxy,50.53,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S035,Kelowna / Okanagan,4.869,50.208434,-118.645876,77.44,22.56,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,96.8,100.0,62.2,69.39,84.44,computed,6.5,computed,75.64,27.6,computed,100.0,computed,15.936388888888887,unofficial_archive_proxy,66.52,synthetic_slope_proxy,51.18,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S036,Kelowna / Okanagan,4.965,50.230049,-118.705627,86.51,13.49,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,100.0,100.0,62.2,71.31,86.2,computed,6.5,computed,73.38,27.6,computed,83.33,computed,15.936388888888887,unofficial_archive_proxy,80.53,synthetic_slope_proxy,50.52,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S037,Kelowna / Okanagan,4.976,50.254026,-118.764369,87.04,12.96,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,100.0,100.0,62.2,71.31,86.2,computed,6.5,computed,71.62,27.6,computed,62.5,computed,15.936388888888887,unofficial_archive_proxy,83.5,synthetic_slope_proxy,47.69,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S038,Kelowna / Okanagan,4.961,50.283397,-118.814775,73.72,25.73,0.43,0.0,0.2479,-0.4261,0.1866,-0.0564,92.15,100.0,62.2,66.6,81.88,computed,6.5,computed,71.01,27.6,computed,43.06,computed,15.936388888888887,unofficial_archive_proxy,66.21,synthetic_slope_proxy,41.96,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Treatment gap (synthetic — BC Hydro records would replace),Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S039,Kelowna / Okanagan,4.972,50.322295,-118.847932,78.15,21.85,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,97.69,100.0,62.2,69.92,84.93,computed,6.5,computed,72.35,27.6,computed,94.44,computed,15.936388888888887,unofficial_archive_proxy,78.65,synthetic_slope_proxy,51.68,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S040,Kelowna / Okanagan,5.0,50.364354,-118.872012,7.06,92.94,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,8.82,100.0,62.2,16.6,36.05,computed,6.5,computed,74.68,27.6,computed,37.5,computed,15.936388888888887,unofficial_archive_proxy,56.51,synthetic_slope_proxy,28.7,Low,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Treatment gap (synthetic — BC Hydro records would replace),Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S041,Kelowna / Okanagan,4.932,50.405528,-118.898525,91.97,4.72,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,100.0,100.0,62.2,71.31,86.2,computed,6.5,computed,77.09,27.6,computed,100.0,computed,15.936388888888887,unofficial_archive_proxy,68.14,synthetic_slope_proxy,51.78,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
OK-TX-2170,OK-TX-2170-S042,Kelowna / Okanagan,5.0,50.443118,-118.935526,11.31,88.69,0.0,0.0,0.2479,-0.4261,0.1866,-0.0564,14.14,100.0,62.2,19.79,38.97,computed,6.5,computed,78.99,27.6,computed,84.72,computed,15.936388888888887,unofficial_archive_proxy,48.37,synthetic_slope_proxy,35.7,Low,Treatment gap (synthetic — BC Hydro records would replace),Vegetation cover / moisture (WorldCover + Sentinel-2),ECCC weather stress proxy,Public/proxy layers + synthetic treatment gap. Outage/weather history window starts 2026-01-01. Proof-of-process for Fujitsu + BC Hydro planning workflow — not outage prediction.,2026-06-22
